발명의명칭,출원인,출원일자,심사진행상태
LED 구동 장치 및 LED 조명 장치(LED DRIVING DEVICE AND LED LIGHTING DEVICE),삼성전자주식회사(경기도 수원시 영통구...),2015.02.04,취하(심사미청구)
LED장치 및 이를 이용한 LED램프(LED DEVICE AND LED LAMP USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2017.01.31,
LED 조명 장치(LED lighting apparatus),삼성전자주식회사(경기도 수원시 영통구...),2011.09.22,등록결정(일반)
광추출 효율이 개선된 LED 패키지 및 그 제조방법(LED PACKAGE HAVING ENHANCED LIGHT EXTRACTING EFFICIENCYAND MANUFACTURING METHOD THEREOF),삼성전기주식회사(경기도 수원시 영통구...),2006.02.16,등록결정(일반)
"플랫 탑을 갖는 나노로드 반도체층과 이를 이용한 마이크로 LED와 이를 포함하는 화소 플레이트와 이를 포함하는 디스플레이 장치와 전자장치들(Nanorod structure having flat top, mirco-LED using the same, pixel plate including micro-LED and display and electronic devices including pixel plate)",삼성전자주식회사(경기도 수원시 영통구...),2020.06.16,
플래시 LED 패키지(FLASH LED PACKAGE),삼성전자주식회사(경기도 수원시 영통구...),2020.06.01,
마이크로 LED 전사 장치 및 이를 이용한 마이크로 LED 전사 방법(MICRO LED TRANSFERRING APPARATUS AND METHOD OF TRANSFERRING MICRO LED USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2020.05.28,
LED 디스플레이 장치(LED DISPLAY APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2020.05.21,
고출력 LED 패키지 및 그 제조방법(HIGH POWER LED PACKAGE AND FABRICATION METHOD THEREOF),삼성전기주식회사(경기도 수원시 영통구...),2005.06.03,등록결정(일반)
마이크로 LED와 TFT 층 간 접합구조를 포함하는 디스플레이 모듈(DISPLAY MODULE HAVING CONNECTION STRCTURE BETWEEN MICRO LED AND TFT LAYER),삼성전자주식회사(경기도 수원시 영통구...),2020.04.29,
마스크를 포함하는 마이크로 LED 전사 장치 및 이를 이용한 마이크로 LED 전사 방법(MICRO LED TRANSFER DEVICE COMPRISING MASK AND MICRO LED TRANSFERRING METHOD USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2018.11.16,
양자점을 이용한 백색광 LED 구조 및 그 제조 방법(White LED structure using quantum dots and the manufacturing method thereof),재단법인서울대학교산학협력재단(서울특별시 관악구...)|삼성전자주식회사(경기도 수원시 영통구...),2006.06.14,등록결정(일반)
LED 고정용 하우징 구조 및 이를 이용한 카메라 모듈패키지(HOUSING STRUCTURE FOR FIXING LED AND CAMERA MODULEPACKAGE USING THE SAME),삼성전기주식회사(경기도 수원시 영통구...),2005.10.20,등록결정(일반)
양면 조명용 LED 렌즈와 LED 모듈 및 이를 이용한LED 양면 조명장치(The two-sided illumination LED lenses and LED modules and LED two-sided illuminating systems which use this),삼성전자주식회사(경기도 수원시 영통구...),2008.07.28,등록결정(일반)
메쉬 구조를 포함하는 LED 디스플레이(LED display comprising mesh structure),삼성전자주식회사(경기도 수원시 영통구...),2016.09.22,
"LCD LED-TV의 배면 샤시용 알루미늄 합금, 이를 이용한 배면 샤시 및 LCD LED-TV(ALUMINIUM ALLOY FOR BOTTOM CHASSIS OF LCD LED-TV, BOTTOM CHASSIS AND LCD LED-TV USING THE ALUMINIUM ALLOY)",삼성전자주식회사(경기도 수원시 영통구...)|주식회사 지앤지(충청남도 아산시...),2009.11.11,등록결정(일반)
"LED 구동 장치, LED구동 방법 및 이를 적용한 디스플레이 장치(LED driving apparatus, method for driving the LED and display apparatus using the same)",삼성전자주식회사(경기도 수원시 영통구...),2011.11.04,취하(심사미청구)
"LED 구동 장치, 디스플레이 장치 및 LED 구동 방법(LED DRIVING APPARATUS, DISPLAY APPARATUS AND METHOD FOR DRIVING LED)",삼성전자주식회사(경기도 수원시 영통구...),2016.08.16,취하(심사미청구)
"LED 소자 및 그 제조방법과, LED 소자를 포함하는 디스플레이 장치(LED device and method for manufacturing the LED device, and display apparatus including the LED device)",삼성전자주식회사(경기도 수원시 영통구...),2020.02.12,
공통 LED 구동 회로를 포함하는 발광 소자 기반 디스플레이 패널 및 발광 소자 디스플레이 장치(LED BASED DISPLAY PANEL INCLUDING COMMON LED DRIVING CIRCUIT AND DISPLAY APPARATUS INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2020.02.05,
"전자 장치, 마이크로 LED 모듈 제조 방법 및 컴퓨터 판독가능 기록 매체(ELECTRONIC APPARATUS, METHOD FOR MANUFACTURING LED MODULE AND COMPUTER-READABLE RECORDING MEDIUM)",삼성전자주식회사(경기도 수원시 영통구...),2018.07.10,
"LED 디스플레이 장치 및 그 동작 방법(LED display device, and method for operating the same)",삼성전자주식회사(경기도 수원시 영통구...),2016.09.06,
LED 디스플레이를 위한 마이크로 LED 전사방법(Method of transferring micro-light emitting diode for LED display),삼성전자주식회사(경기도 수원시 영통구...),2020.04.07,
초소형 LED 전극 어셈블리 및 이의 제조 방법(Nano-scale LED electrode assembly and manufacturing method thereof),삼성디스플레이 주식회사(경기 용인시 기흥구...),2018.03.22,등록결정(재심사후)
LED 모듈용 광원 위치불량 검사장치 및 검사방법(INSPECTION APPARATUS AND METHOD OF LIGHT SOURCE ARRANGEMENT IN LED MODULE),삼성전자주식회사(경기도 수원시 영통구...),2010.12.15,취하(심사미청구)
백라이트 유닛 및 직하형 LED 렌즈(BACKLIGHT UNIT AND LED LENS FOR DIRECT TYPE BACKLIGHTUNIT),삼성전자주식회사(경기도 수원시 영통구...),2004.07.06,취하(심사미청구)
백라이트 유닛 및 직하형 LED 렌즈(BACKLIGHT UNIT AND LED LENS FOR DIRECT TYPE BACKLIGHTUNIT),삼성전자주식회사(경기도 수원시 영통구...),2004.06.22,취하(심사미청구)
LED 광원용 렌즈(Lens for LED light source),삼성전기주식회사(경기도 수원시 영통구...),2004.10.15,등록결정(일반)
LED디스플레이 및 이를 구비한 전자 장치(LED display and electronic device having the same),삼성전자주식회사(경기도 수원시 영통구...),2018.04.24,
LED 디스플레이 모듈 및 디스플레이 장치(LED DISPLAY MODULE AND DISPLAY APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2016.11.09,등록결정(일반)
LED 모듈 및 이를 포함하는 LED 램프(LED MODULE AND LED LAMP INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2018.03.22,취하(심사미청구)
"LED 조명 구동장치, 조명장치 및 조명장치의 동작방법.(LED driving Apparatus, Apparatus and method for LED light)",삼성전자주식회사(경기도 수원시 영통구...),2014.03.06,등록결정(일반)
전자제품의 LED 표시기 부착장치(LED ADHESION APPARATUS OF ELECTRIC GOODS),삼성전자주식회사(경기도 수원시 영통구...),1996.12.19,등록결정(일반)
3색LED구동회로(THREE COLORS LED DRIVING CIRCUIT),삼성전자주식회사(경기도 수원시 영통구...),1996.12.06,등록결정(일반)
리드 프레임 상의 세라믹 기판을 포함하는 LED 패키지(LED Package Having a Ceramic Substrate on a Lead Frame),삼성전자주식회사(경기도 수원시 영통구...),2015.08.21,취하(심사미청구)
3차원 가변 LED 조명장치(3D Bendable LED Illuminating apparatus),삼성전자주식회사(경기도 수원시 영통구...),2014.12.04,취하(심사미청구)
LED 구동회로(LED(light emitting diode) drive circuit),삼성전기주식회사(경기도 수원시 영통구...),2014.04.23,거절결정(일반)
"LED 구동 장치, 조명 장치 및 LED 구동 장치의 제어 회로(LED DRIVING DEVICE, LIGHTING DEVICE AND CONTROL CIRCUIT FOR LED DRIVING DEVICE)",삼성전자주식회사(경기도 수원시 영통구...),2013.11.14,취하(심사미청구)
LED 조명장치(LED LIGHTING DEVICE),삼성전자주식회사(경기도 수원시 영통구...),2013.10.17,취하(심사미청구)
LED 구동장치(LED DRIVING DEVICE),삼성전기주식회사(경기도 수원시 영통구...),2013.06.27,등록결정(일반)
LED 구동 장치 및 조명 장치(LED DRIVING APPARATUS AND LIGHTING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2013.08.21,취하(심사미청구)
LED 구동 장치 및 조명 장치(LED DRIVING APPARATUS AND LIGHTING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2013.08.21,취하(심사미청구)
LED 구동 장치 및 조명 장치(LED DRIVING DEVICE AND LIGHTING DEVICE),삼성전자주식회사(경기도 수원시 영통구...),2014.08.06,취하(심사미청구)
LED 구동 회로(LED DRIVING CIRCUIT),삼성전기주식회사(경기도 수원시 영통구...),2012.12.27,등록결정(일반)
LED 조명용 전원 장치(POWER SUPPLY FOR LED LIGHTING),삼성전기주식회사(경기도 수원시 영통구...),2012.12.21,등록결정(일반)
LED 구동 장치 및 이를 포함하는 전원 공급 장치(LED DRIVING DEVICE AND POWER SUPPLY DEVICE COMPRISING THE SAME),삼성전기주식회사(경기도 수원시 영통구...),2012.12.21,거절결정(일반)
"LED 구동 장치, 조명 장치 및 LED 구동 장치의 제어 회로(LED DRIVING DEVICE, LIGHTING DEVICE AND CONTROL CIRCUIT FOR LED DRIVING DEVICE)",삼성전자주식회사(경기도 수원시 영통구...),2013.10.22,취하(심사미청구)
전자제품의LED표시부홀더(LED INDICATION HOLDER OF ELECTRONIC EQUIPMENT),삼성전자주식회사(경기도 수원시 영통구...),1995.12.23,등록결정(일반)
LED 리드 프레임 변색 확인 방법 및 그 장치(Method Of Checking Discolor of LED Lead Frame And The Apparatus Therefor),삼성전자주식회사(경기도 수원시 영통구...),2012.03.13,취하(심사미청구)
발광장치 및 이를 이용한 LED 구동방법(Light Emitting Apparatus and LED Driving Method using the same),삼성전자주식회사(경기도 수원시 영통구...),2012.03.08,등록결정(일반)
LED 패키지 배광 검사 장치(Apparatus to detect light distribution of LED package),삼성전자주식회사(경기도 수원시 영통구...),2012.03.06,포기(등록료 미납)
조명용 LED 엔진(LED engine for illumination),삼성전자주식회사(경기도 수원시 영통구...),2012.02.15,취하(심사미청구)
LED 램프(LED lamp),삼성전자주식회사(경기도 수원시 영통구...),2011.11.18,취하(심사미청구)
LED 램프 어셈블리 및 그의 조립 방법(LED lamp assembly and method to assemble thereof),삼성전자주식회사(경기도 수원시 영통구...),2011.11.02,취하(심사미청구)
"LED 구동 장치, LED 구동 방법 및 이를 적용한 디스플레이 장치(LED driving apparatus, method for driving the LED and display apparatus using the same)",삼성전자주식회사(경기도 수원시 영통구...),2011.10.19,취하(심사미청구)
백라이트 유닛 및 LED 제어방법(BACK LIGHT UNIT AND METHOD FOR CONTROLLING LED),삼성전자주식회사(경기도 수원시 영통구...),2011.08.04,취하(심사미청구)
LED등기구(LED Light),삼성전자주식회사(경기도 수원시 영통구...),2010.11.02,취하(심사미청구)
LED 램프 패키지(LED lamp package),삼성전자주식회사(경기도 수원시 영통구...),2011.11.22,취하(심사미청구)
LED 구동 회로를 제어하는 제어 장치 및 그 제어 장치를 구비한 LED구동 장치와 그 방법들(CONTROL DEVICE FOR CONTROLLING LED DRIVING CIRCUIT AND LED DRIVING CIRCUIT COMPRISING THE CONTROL DEVICE AND METHODS THEREOF),삼성전자주식회사(경기도 수원시 영통구...),2011.08.02,취하(심사미청구)
LED 회로(LED circuit),삼성전기주식회사(경기도 수원시 영통구...),2011.05.24,취하(심사미청구)
"신호발생장치, 신호발생방법 및 신호발생장치를 포함하는 LED 전류 제어장치(DEVICE AND METHOD FOR GENERATING SIGNAL AND DEVICE FOR CONTROLING CURRENT OF LED INCLUDING THE DEVICE FOR GENERATING SIGNAL)",삼성전기주식회사(경기도 수원시 영통구...),2011.05.24,등록결정(일반)
"LED 모듈 및 이를 포함하는 백라이트 유닛, LED 모듈의 제조방법(LED MODULE AND BACK LIGHT UNIT HAVING THE SAME, MANUFACTURING METHOD OF LED MODULE)",삼성전자주식회사(경기도 수원시 영통구...),2011.05.18,포기(등록료 미납)
LED 회로(LED circuit),삼성전기주식회사(경기도 수원시 영통구...),2011.05.24,취하(심사미청구)
"다채널 펄스 폭 변조(PWM) 신호 생성 장치 및 방법, 이를 구비하는 LED 시스템(MULTI-CHANNEL PULSE WIDTH MODULATION SIGNAL GENERATOR AND METHOD THEREOF, LED SYSTEM WITH THE SAME)",삼성전자주식회사(경기도 수원시 영통구...),2011.01.20,취하(심사미청구)
다 채널 칼라 LED를 제어하는 장치 및 방법(An apparatus and method for controlling multi-channel color LED),삼성전자주식회사(경기도 수원시 영통구...),2010.12.17,취하(심사미청구)
LED 광원 모듈 및 이를 구비한 디스플레이 장치(LED LIGHT SOURCE MODULE AND DISPLAY DEVICE HAVING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2010.12.17,거절결정(일반)
LED 구동장치(LED DRIVING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2010.11.24,거절결정(재심사)
"LED 백라이트 유닛의 배면 샤시용 알루미늄 합금, 그 제조 방법, 이를 이용한 배면 샤시 및 평면표시장치(ALUMINIUM ALLOY FOR BOTTOM CHASSIS OF LED BACK LIGHT UNIT, METHOD OF MANUFACTURING THE ALUMINIUM ALLOY, BOTTOM CHASSIS USING THE ALUMINIUM ALLOY AND FLAT PANEL DISPLAY APPARATUS USING THE ALUMINIUM ALLOY)",삼성전자주식회사(경기도 수원시 영통구...)|주식회사 지앤지(충청남도 아산시...),2010.11.15,포기(등록료 미납)
LED 구동장치(LED DRIVING DEVICE),삼성전기주식회사(경기도 수원시 영통구...),2011.02.21,취하(심사미청구)
LED 구동장치(LED DRIVING DEVICE),삼성전기주식회사(경기도 수원시 영통구...),2011.02.21,취하(심사미청구)
LED 광원 모듈 및 그 제조 방법(LED Light Source Module and Method of Manufacturing The Same),삼성전자주식회사(경기도 수원시 영통구...),2010.10.19,취하(심사미청구)
LED 전구(LED Light bulb),삼성전자주식회사(경기도 수원시 영통구...),2010.11.26,거절결정(일반)
LED 구동회로(LED driving circuit),삼성전자주식회사(경기도 수원시 영통구...),2011.06.22,취하(심사미청구)
LED 구동 장치(LED DRIVING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2010.08.20,취하(심사미청구)
상태 출력 기능을 갖는 LED 모듈 및 이를 포함하는 LED 구동 장치(LED MODULE HAVING FUNCTION OF OUTPUING STATE AND LED DRIVING APPARATUS COMPRISING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2010.08.20,취하(심사미청구)
LED 램프 및 LED 램프용 구동 회로(LED Lamp and Driving Circuit for LED),삼성전자주식회사(경기도 수원시 영통구...),2010.08.19,취하(심사미청구)
온도 상승에 따른 LED 보호 회로(LED PROTECTION CIRDUIT ACCORDING TO RISING TEMPERATURE),삼성전자주식회사(경기도 수원시 영통구...),2010.08.20,취하(심사미청구)
하면 접촉식 LED칩 검사장치(BACK SIDE CONTACT TYPE LED CHIP TESTING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2012.01.06,취하(심사미청구)
LED 램프 및 LED 램프용 구동 회로(LED Lamp and Driving Circuit for LED),삼성전자주식회사(경기도 수원시 영통구...),2010.08.11,거절결정(일반)
LED칩 분류장치 및 분류방법(LED CHIP SORTING APPARATUS AND SORTING METHOD),삼성전자주식회사(경기도 수원시 영통구...),2012.01.06,취하(심사미청구)
LED 패키지(LED package),삼성전자주식회사(경기도 수원시 영통구...),2010.11.10,취하(심사미청구)
히트싱크가 장착된 LED 모듈 및 그 제조방법(LED module on heat sink and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...),2010.06.28,취하(심사미청구)
LED 패키지의 개별화 방법 및 개별화 장치(Singulation method and apparatus of LED package),삼성전자주식회사(경기도 수원시 영통구...),2010.05.28,취하(심사미청구)
LED 광원 모듈 및 이를 구비하는 조명 장치(LED Light Source Module and Illuminating Device Having The Same),삼성전자주식회사(경기도 수원시 영통구...),2010.05.25,취하(심사미청구)
LED 구동 회로(LED DRIVING CIRCUIT),삼성전자주식회사(경기도 수원시 영통구...),2010.03.10,취하(심사미청구)
LED패키지 및 그 제조방법(LED Package and Method for Manufacturing the Same),삼성전자주식회사(경기도 수원시 영통구...),2010.03.11,취하(심사미청구)
LED 소자 및 그 제조 방법(LED Device and Method of Manufacturing the Same),삼성전자주식회사(경기도 수원시 영통구...),2010.03.10,취하(심사미청구)
LED 구동 장치 및 이를 포함하는 LED 조명 장치(LED DRIVING APPARATUS AND LED LAMP COMPRISING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2010.02.09,취하(심사미청구)
LED패키지 제조방법(Method for Manufacturing LED Package),삼성전자주식회사(경기도 수원시 영통구...),2010.02.01,취하(심사미청구)
LED 모듈과 이를 구비하는 백라이트 유닛(LED light module and backlight unit having LED module),삼성전자주식회사(경기도 수원시 영통구...),2010.01.26,취하(심사미청구)
LED 조명 제어회로(Control Circuit for LED Lighting),삼성전기주식회사(경기도 수원시 영통구...),2010.02.05,거절결정(일반)
LED 모듈(LED MODULE),삼성전자주식회사(경기도 수원시 영통구...),2010.01.19,취하(심사미청구)
"LED 패키지에 수지를 도포하는 장치와, 이를 이용한 LED 패키지 제조 방법(Apparatus for applying resine to LED package, and Manufacturing method of LED package using the apparatus)",삼성전자주식회사(경기도 수원시 영통구...),2009.12.24,거절결정(일반)
캐리어로서 도전성 기판을 갖는 LED 소자의 제조 장치 및 제조 방법(Apparatus and method for manufacturing LED device having a conductive substrate as a carrier),삼성전자주식회사(경기도 수원시 영통구...),2009.12.09,취하(심사미청구)
LED 구동 장치(LED DRIVING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2009.12.11,거절결정(일반)
형광등용 안정기를 이용한 LED 조명 장치(LED ILLUMINATION APPARATUS USING ELECTRONIC BALLAST FOR FLUORESCENT LAMP),삼성전자주식회사(경기도 수원시 영통구...),2009.12.03,취하(심사미청구)
알루미늄 합금을 이용한 LCD LED-모니터용 배면 샤시 및 이를 적용한 LCD LED-모니터(BOTTOM CHASSIS FOR LCD LED-MONITOR USING ALUMINIUM ALLOY AND LCD LED-MONITOR APPLICATED THE BOTTOM CHASSIS),삼성전자주식회사(경기도 수원시 영통구...)|주식회사 지앤지(충청남도 아산시...),2009.11.30,등록결정(일반)
LED 구동회로 및 이를 포함하는 LED용 전원 장치(CIRCUIT FOR DRIVING LED AND POWER SUPPLY FOR LED COMPRISING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2009.11.05,취하(심사미청구)
"복수의 LED 스트링을 구동하는 디스플레이 장치, 백라이트 유닛 및 백라이트 제공방법(Display Apparatus, Back Light Unit And Back Light Providing Method For Controlling Multiple LED Strings)",삼성전자주식회사(경기도 수원시 영통구...),2009.11.04,취하(심사미청구)
LED 패키지 및 그 제조방법(LED package and the method of manufacturing thereof),삼성전기주식회사(경기도 수원시 영통구...),2009.10.29,등록결정(일반)
조명용 LED 모듈(LED MODULE FOR ILLUMINATION),삼성전자주식회사(경기도 수원시 영통구...),2009.11.05,취하(심사미청구)
LED 구동 회로(LED DRIVING CIRCUIT),삼성전기주식회사(경기도 수원시 영통구...),2009.08.31,등록결정(일반)
LED 패키징 방법(Method for packaging a LED),삼성전기주식회사(경기도 수원시 영통구...),2009.08.19,등록결정(일반)
"LED 전류 구동 회로, 이를 포함하는 장치들, 및 LED 전류 제어 방법(LED current driving circuit, devices having the same, and method therof)",삼성전자주식회사(경기도 수원시 영통구...),2009.07.31,취하(심사미청구)
LED 구동 회로(LED DRIVING CIRCUIT),삼성전기주식회사(경기도 수원시 영통구...),2009.07.21,등록결정(일반)
LED 구동회로(LED DRIVING CIRCUIT),삼성전기주식회사(경기도 수원시 영통구...),2009.07.15,등록결정(일반)
LED 드라이버와 SMPS 간 피드백 회로(FEEDBACK CIRCUIT BETWEEN DIMMING DRIVER AND SMPS FOR LED),삼성전기주식회사(경기도 수원시 영통구...),2009.07.03,거절결정(재심사)
LED용 PWM 디밍 구동 회로(PWM DIMMING DRIVING CIRCUIT FOR LED),삼성전기주식회사(경기도 수원시 영통구...),2009.06.10,등록결정(일반)
LED 패키지 및 그 제조방법(LED Package and Method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...),2009.05.13,취하(심사미청구)
디지털 디밍 LED 구동 회로(DIGITAL DIMMING DRIVING CIRCUIT FOR LED),삼성전기주식회사(경기도 수원시 영통구...),2009.04.28,등록결정(일반)
방열 디바이스를 구비한 LED 램프(LED Lamp with heat dissipation device),삼성전자주식회사(경기도 수원시 영통구...),2008.11.14,등록결정(일반)
LED 패키지(LED package),삼성전자주식회사(경기도 수원시 영통구...),2008.11.14,취하(심사미청구)
LED 플래시 제어방법(Method for controlling LED flash),삼성전기주식회사(경기도 수원시 영통구...),2008.11.17,등록결정(일반)
LED 조명 시스템(LED illumination system),삼성전기주식회사(경기도 수원시 영통구...),2008.11.07,등록결정(일반)
백색 LED를 이용한 면광원 및 이를 구비한 LCD 백라이트 유닛(Plane light source using white LED and LCD backlight unit comprising the same),삼성전자주식회사(경기도 수원시 영통구...),2008.10.24,거절결정(일반)
LED 패키지(LED package),삼성전자주식회사(경기도 수원시 영통구...),2008.10.22,취하(심사미청구)
LED를 사용한 백라이트 유닛(BACKLIGHT UNIT USING LED),삼성전기주식회사(경기도 수원시 영통구...),2008.09.25,등록결정(심사전치후)
LED 패키지(LED package),삼성전자주식회사(경기도 수원시 영통구...),2008.08.25,취하(심사미청구)
LED 조명장치(LED illuminating divice),삼성전자주식회사(경기도 수원시 영통구...),2008.07.28,거절결정(일반)
LED 패키지(LED package),삼성전자주식회사(경기도 수원시 영통구...),2008.07.01,취하(심사미청구)
LED 렌즈 및 이를 이용한 LED 패키지 모듈(LED lense and LED package module using the same),삼성전자주식회사(경기도 수원시 영통구...),2008.06.30,거절결정(일반)
LED 자동 조광 장치(APPARATUS FOR AUTOMATICALLY CONTROLLING LIGHTING OF LED),삼성전자주식회사(경기도 수원시 영통구...),2008.06.19,거절결정(일반)
LED 채널 모듈(LED channel module),삼성전자주식회사(경기도 수원시 영통구...),2008.06.19,취하(심사미청구)
LED용 전원 공급 장치(POWER SUPPLY FOR LED),삼성전기주식회사(경기도 수원시 영통구...),2008.06.10,등록결정(일반)
LED용 전원 공급 장치(POWER SUPPLY FOR LED),삼성전기주식회사(경기도 수원시 영통구...),2008.05.29,등록결정(일반)
백색 LED 광원 모듈(WHITE LIGHT LED LIGHT SOURCE MODULE),삼성전기주식회사(경기도 수원시 영통구...),2008.04.29,등록결정(일반)
LED 구동 회로 및 그를 구비하는 단말(LED OPERATING CIRCUIT AND TERMINAL HAVING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2008.02.19,등록결정(일반)
"LED패키지, 이의 제조 방법 및 이를 포함하는 백라이트어셈블리(LED package, method of fabricating the same, and backlight assembly comprising the same)",삼성디스플레이 주식회사(경기 용인시 기흥구...),2007.11.28,거절결정(일반)
인터리브드 플라이백 LED 구동 장치(APPARATUS FOR DRIVING INTERLEAVED FLY-BACK TYPE OF LED),삼성전기주식회사(경기도 수원시 영통구...),2007.07.12,등록결정(일반)
극장 디밍 벅타입 LED 구동 장치(LED DRIVING APPARATUS OF THEATER DIMMING BUCK TYPE),삼성전기주식회사(경기도 수원시 영통구...),2007.06.26,등록결정(일반)
LED 패키지 제조용 스탬프 및 이를 이용한 LED패키지 제조방법(STAMP FOR FABRICATING OF LED PACKAGE AND METHOD OF FABRICATING LED PACKAGE USING THE SAME),삼성전기주식회사(경기도 수원시 영통구...),2007.03.23,등록결정(일반)
패턴 형성용 임프린팅 스탬프 및 이를 이용한 LED패키지 제조방법(IMPRITING STAMP FOR FORMING PATTERN AND METHOD OF FABRICATING LED PACKAGE USING THE SAME),삼성전기주식회사(경기도 수원시 영통구...),2007.03.27,거절결정(일반)
디스플레이장치 및 디스플레이장치의 LED 제어방법(DISPLAY APPARATUS AND LED CONTROL METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...),2007.02.06,거절결정(일반)
"LED 광원부, 이의 제조 방법 및 이를 포함하는 백라이트어셈블리(LED light source, fabricating method thereof and backlight assembly including the same)",삼성전자주식회사(경기도 수원시 영통구...),2007.01.31,취하(심사미청구)
LED를 사용한 백라이트 유닛(BACKLIGHT UNIT USING LED),삼성전기주식회사(경기도 수원시 영통구...),2007.01.02,거절결정(일반)
LED 패키지 및 표면 실장 공정(LED PACKAGE AND SURFACE MOUNTING TECHNOLOGY),삼성전기주식회사(경기도 수원시 영통구...),2007.01.03,등록결정(일반)
고출력 LED 패키지(HIGH POWER LED PACKAGE),삼성전기주식회사(경기도 수원시 영통구...),2007.01.03,등록결정(일반)
LED 패키지(LED PACKAGE),삼성전기주식회사(경기도 수원시 영통구...),2006.11.21,거절결정(일반)
"나노 입자의 실리콘계 물질 코팅 방법, 실리콘계 수지복합물과 그 제조 방법, 및 LED 패키지(METHOD OF COATING NANO-PARTICLES WITH SILICONE-BASEDMATERIAL, METHOD OF MANUFACTURING SILICONE-BASED RESINCOMPOSITE USING THE COATING METHOD, SILICONE-BASEDRESIN COMPOSITE, AND LED PACKAGE)",삼성전기주식회사(경기도 수원시 영통구...),2006.10.12,등록결정(일반)
패턴 형성용 임프린팅 스탬프 및 이를 이용한 LED패키지 제조방법(IMPRINTING STAMP FOR FORMING PATTERN AND METHOD OFFABRICATING LED PACKAGE USING THE SAME),삼성전기주식회사(경기도 수원시 영통구...),2006.09.29,등록결정(일반)
"LED 조명유닛, 이를 채용한 화상투영장치 및 LED조명유닛의 구동방법(Illumination unit adopting LED, projection displaydevice employing the same and method of operating theillumination unit adopting LED)",삼성전자주식회사(경기도 수원시 영통구...),2006.09.14,등록결정(일반)
LED 기반 광시스템 및 그의 노화 보상방법(OPTICAL SYSTEM BASED ON LED AND METHOD FOR AGINGCOMPENSATION THEREOF),삼성전자주식회사(경기도 수원시 영통구...),2006.09.26,등록결정(일반)
LED 칩 및 이를 구비한 LED 패키지(LED chip and LED package having the same),삼성전기주식회사(경기도 수원시 영통구...),2006.09.12,등록결정(일반)
LED 패키지의 제조방법(METHOD OF FABRICATING LED PACKAGE),삼성전기주식회사(경기도 수원시 영통구...),2006.08.08,등록결정(일반)
"LED 유닛, 이를 이용한 백라이트 유닛 및 이를 구비하는표시 장치(LED unit, backlight unit using the same and displaydevice having the same)",삼성전자주식회사(경기도 수원시 영통구...),2006.08.03,취하(심사미청구)
백라이트 유니트용 LED 패키지(LED PACKAGE FOR BACK LIGHT UNIT),삼성전기주식회사(경기도 수원시 영통구...),2006.05.26,등록결정(일반)
LED 백라이트 유닛의 제어 장치 및 제어 방법(A controller for a LED backlight unit and a method forcontrolling the same),삼성전자주식회사(경기도 수원시 영통구...),2006.05.04,취하(심사미청구)
LED-매트릭스를 이용한 조작명령/동작상태 피드백 방법및 이를 적용한 전자장치(Method for executing manipulation command/operationstate feedback in use of LED matrix and electronicdevice thereof),삼성전자주식회사(경기도 수원시 영통구...),2006.03.13,등록결정(일반)
LED 모듈(LED MODULE),삼성전자주식회사(경기도 수원시 영통구...),2006.03.03,취하(심사미청구)
"LED 램프 유닛, 이를 포함하는 백라이트 어셈블리 및이를 갖는 표시 장치(LED LAMP UNIT, BACKLIGHT ASSEMBLY HAVING THE SAME ANDDISPLAY DEIVE HAVING THE SAME)",삼성전자주식회사(경기도 수원시 영통구...),2005.12.19,취하(심사미청구)
선택적 LED 구동 장치 및 방법(Apparatus and method for selective LED operating),삼성전자주식회사(경기도 수원시 영통구...),2005.12.14,취하(심사미청구)
LED 발광 장치 및 그 방법(Apparatus lighting LED and method thereof),삼성전자주식회사(경기도 수원시 영통구...),2005.10.07,거절결정(일반)
LED 패키지 및 이를 구비한 LED 어레이 모듈(LED PACKAGE STRUCTURE AND LED ARRAY MODULE HAVING THESAME),삼성전자주식회사(경기도 수원시 영통구...),2005.08.09,등록결정(일반)
LED 어레이 구동 장치(LED array driving apparatus),삼성전기주식회사(경기도 수원시 영통구...),2005.07.13,등록결정(일반)
LED 어레이 구동 장치(LED array driving apparatus),삼성전기주식회사(경기도 수원시 영통구...),2005.07.13,등록결정(일반)
